id_i,timestamp,options,selections,age,region,grades,responsibility,employment,competition,gini,privatization,slovenia_an_option,slovenia_selected,slov_score
000f1445-945e-48da-9a6f-0cac103ca7a3,2023-01-12T08:16:21.233Z,"['Finska::Bolgarija', 'Slovenija::Norveška', 'Madžarska::Litva', 'Slovenija::Švedska', 'Nizozemska::Hrvaška', 'Švica::Srbija', 'Avstrija::Češka', 'Norveška::Estonija', 'Slovenija::Italija', 'Estonija::Srbija', 'Estonija::Nemčija', 'Madžarska::Hrvaška', 'Italija::Bolgarija', 'Francija::Nemčija', 'Ciper::Finska', 'Luksemburg::Slovaška', 'Italija::Ciper', 'Norveška::Španija', 'Severna Makedonija::Latvija', 'Portugalska::Danska', 'Latvija::Črna gora', 'Francija::Hrvaška', 'Poljska::Slovaška', 'Nemčija::Belgija', 'Nizozemska::Portugalska', 'Danska::Švedska', 'Portugalska::Avstrija', 'Črna gora::Bolgarija', 'Italija::Portugalska', 'Belgija::Islandija', 'Avstrija::Italija', 'Luksemburg::Nizozemska', 'Luksemburg::Irska', 'Madžarska::Turčija', 'Slovaška::Islandija', 'Latvija::Luksemburg', 'Irska::Hrvaška', 'Slovaška::Belgija', 'Luksemburg::Islandija', 'Bolgarija::Danska', 'Ciper::Severna Makedonija', 'Španija::Islandija', 'Ciper::Madžarska', 'Latvija::Finska', 'Srbija::Španija', 'Srbija::Nemčija', 'Hrvaška::Estonija', 'Danska::Latvija', 'Slovenija::Srbija', 'Turčija::Italija']","['Finska', 'Slovenija', 'Madžarska', 'Švedska', 'Nizozemska', 'Švica', 'Avstrija', 'Norveška', 'Slovenija', 'Estonija', 'Nemčija', 'Madžarska', 'Italija', 'Francija', 'Finska', 'Luksemburg', 'Italija', 'Norveška', 'Severna Makedonija', 'Danska', 'Latvija', 'Francija', 'Poljska', 'Belgija', 'Nizozemska', 'Švedska', 'Avstrija', 'Bolgarija', 'Italija', 'Belgija', 'Avstrija', 'Nizozemska', 'Irska', 'Madžarska', 'Islandija', 'Luksemburg', 'Irska', 'Belgija', 'Luksemburg', 'Danska', 'Severna Makedonija', 'Španija', 'Madžarska', 'Finska', 'Španija', 'Nemčija', 'Estonija', 'Danska', 'Slovenija', 'Italija']",0-25,osrednjeslovenska,spomin,10,4,7,5,6,4,3,0.75
002bc375-035c-4694-84d2-9c51746d8aa6,2023-01-10T13:04:10.750Z,"['Danska::Švedska', 'Ciper::Poljska', 'Italija::Portugalska', 'Italija::Španija', 'Nemčija::Litva', 'Luksemburg::Norveška', 'Estonija::Slovenija', 'Madžarska::Švica', 'Češka::Litva', 'Srbija::Francija', 'Romunija::Italija', 'Irska::Turčija', 'Madžarska::Severna Makedonija', 'Madžarska::Poljska', 'Irska::Madžarska', 'Finska::Črna gora', 'Nizozemska::Severna Makedonija', 'Slovaška::Francija', 'Italija::Švedska', 'Francija::Finska', 'Madžarska::Danska', 'Irska::Slovaška', 'Portugalska::Francija', 'Španija::Islandija', 'Nizozemska::Nemčija', 'Bolgarija::Nizozemska', 'Islandija::Italija', 'Italija::Ciper', 'Švica::Francija', 'Danska::Češka', 'Portugalska::Severna Makedonija', 'Luksemburg::Črna gora', 'Hrvaška::Belgija', 'Poljska::Belgija', 'Belgija::Luksemburg', 'Ciper::Danska', 'Norveška::Slovaška', 'Luksemburg::Turčija', 'Švedska::Romunija', 'Turčija::Švica', 'Poljska::Avstrija', 'Ciper::Hrvaška', 'Romunija::Hrvaška', 'Ciper::Švedska', 'Danska::Italija', 'Avstrija::Portugalska', 'Bolgarija::Italija', 'Srbija::Estonija', 'Poljska::Slovaška', 'Slovenija::Norveška']","['Švedska', 'Poljska', 'Portugalska', 'Španija', 'Nemčija', 'Norveška', 'Slovenija', 'Madžarska', 'Litva', 'Francija', 'Italija', 'Irska', 'Madžarska', 'Poljska', 'Irska', 'Črna gora', 'Nizozemska', 'Francija', 'Italija', 'Francija', 'Danska', 'Irska', 'Portugalska', 'Španija', 'Nizozemska', 'Nizozemska', 'Italija', 'Italija', 'Francija', 'Češka', 'Portugalska', 'Luksemburg', 'Belgija', 'Poljska', 'Luksemburg', 'Ciper', 'Norveška', 'Luksemburg', 'Švedska', 'Švica', 'Avstrija', 'Hrvaška', 'Hrvaška', 'Ciper', 'Italija', 'Portugalska', 'Italija', 'Srbija', 'Slovaška', 'Slovenija']",0-25,osrednjeslovenska,e,10,7,5,5,6,2,2,1.0
02d7448d-9dd2-4115-a512-d4f1a9761aa7,2023-01-11T09:11:57.043Z,"['Romunija::Finska', 'Ciper::Turčija', 'Danska::Švedska', 'Danska::Latvija', 'Srbija::Estonija', 'Irska::Latvija', 'Turčija::Litva', 'Hrvaška::Slovaška', 'Latvija::Severna Makedonija', 'Avstrija::Turčija', 'Finska::Severna Makedonija', 'Danska::Češka', 'Litva::Latvija', 'Portugalska::Švedska', 'Severna Makedonija::Avstrija', 'Srbija::Latvija', 'Turčija::Nizozemska', 'Belgija::Estonija', 'Belgija::Finska', 'Litva::Hrvaška', 'Nemčija::Romunija', 'Danska::Srbija', 'Črna gora::Nizozemska', 'Romunija::Hrvaška', 'Ciper::Portugalska', 'Poljska::Islandija', 'Portugalska::Nizozemska', 'Avstrija::Nemčija', 'Litva::Portugalska', 'Turčija::Portugalska', 'Turčija::Irska', 'Belgija::Črna gora', 'Latvija::Hrvaška', 'Belgija::Ciper', 'Italija::Litva', 'Hrvaška::Poljska', 'Slovenija::Severna Makedonija', 'Litva::Francija', 'Češka::Bolgarija', 'Švica::Španija', 'Romunija::Turčija', 'Nizozemska::Estonija', 'Bolgarija::Črna gora', 'Madžarska::Hrvaška', 'Srbija::Belgija', 'Luksemburg::Finska', 'Latvija::Portugalska', 'Portugalska::Srbija', 'Avstrija::Danska', 'Irska::Norveška']","['Finska', 'Ciper', 'Švedska', 'Danska', 'Estonija', 'Irska', 'Litva', 'Slovaška', 'Latvija', 'Avstrija', 'Finska', 'Danska', 'Latvija', 'Portugalska', 'Avstrija', 'Latvija', 'Nizozemska', 'Belgija', 'Belgija', 'Hrvaška', 'Nemčija', 'Danska', 'Nizozemska', 'Hrvaška', 'Ciper', 'Islandija', 'Nizozemska', 'Nemčija', 'Portugalska', 'Portugalska', 'Irska', 'Belgija', 'Latvija', 'Ciper', 'Italija', 'Poljska', 'Slovenija', 'Francija', 'Češka', 'Švica', 'Turčija', 'Nizozemska', 'Bolgarija', 'Hrvaška', 'Belgija', 'Luksemburg', 'Portugalska', 'Portugalska', 'Avstrija', 'Norveška']",0-25,osrednjeslovenska,c,9,9,7,5,9,1,1,1.0
037498ef-663e-44c2-b628-bfd2eeb06861,2023-01-12T08:14:54.803Z,"['Poljska::Turčija', 'Srbija::Slovenija', 'Latvija::Turčija', 'Danska::Ciper', 'Poljska::Švica', 'Litva::Hrvaška', 'Norveška::Francija', 'Češka::Srbija', 'Litva::Francija', 'Severna Makedonija::Islandija', 'Danska::Italija', 'Danska::Madžarska', 'Estonija::Avstrija', 'Nizozemska::Švedska', 'Finska::Nizozemska', 'Italija::Severna Makedonija', 'Poljska::Finska', 'Švica::Latvija', 'Litva::Islandija', 'Nizozemska::Norveška', 'Hrvaška::Češka', 'Danska::Srbija', 'Severna Makedonija::Češka', 'Danska::Hrvaška', 'Češka::Švica', 'Madžarska::Litva', 'Finska::Švedska', 'Madžarska::Luksemburg', 'Nemčija::Latvija', 'Slovenija::Švica', 'Latvija::Luksemburg', 'Portugalska::Ciper', 'Finska::Belgija', 'Ciper::Španija', 'Češka::Danska', 'Italija::Portugalska', 'Luksemburg::Romunija', 'Ciper::Črna gora', 'Norveška::Luksemburg', 'Bolgarija::Belgija', 'Črna gora::Švica', 'Francija::Luksemburg', 'Italija::Nizozemska', 'Belgija::Litva', 'Ciper::Turčija', 'Črna gora::Češka', 'Avstrija::Francija', 'Srbija::Švica', 'Danska::Švedska', 'Hrvaška::Ciper']","['Turčija', 'Slovenija', 'Latvija', 'Danska', 'Švica', 'Litva', 'Norveška', 'Češka', 'Litva', 'Islandija', 'Italija', 'Danska', 'Avstrija', 'Nizozemska', 'Nizozemska', 'Italija', 'Finska', 'Švica', 'Litva', 'Nizozemska', 'Češka', 'Danska', 'Češka', 'Danska', 'Švica', 'Litva', 'Švedska', 'Luksemburg', 'Nemčija', 'Slovenija', 'Luksemburg', 'Portugalska', 'Finska', 'Španija', 'Danska', 'Italija', 'Luksemburg', 'Ciper', 'Luksemburg', 'Belgija', 'Švica', 'Luksemburg', 'Italija', 'Litva', 'Ciper', 'Češka', 'Avstrija', 'Švica', 'Švedska', 'Ciper']",0-25,podravska,b,9,8,9,7,6,2,2,1.0
04346d1e-81a7-43dc-9eb6-b745436aad8f,2023-01-10T13:05:29.078Z,"['Italija::Finska', 'Portugalska::Nemčija', 'Nemčija::Belgija', 'Portugalska::Litva', 'Litva::Latvija', 'Norveška::Italija', 'Slovaška::Nizozemska', 'Litva::Nizozemska', 'Turčija::Nemčija', 'Estonija::Črna gora', 'Švica::Litva', 'Švedska::Norveška', 'Bolgarija::Luksemburg', 'Ciper::Litva', 'Španija::Norveška', 'Luksemburg::Švica', 'Latvija::Norveška', 'Severna Makedonija::Norveška', 'Severna Makedonija::Danska', 'Švedska::Srbija', 'Severna Makedonija::Ciper', 'Švedska::Črna gora', 'Srbija::Češka', 'Poljska::Finska', 'Irska::Portugalska', 'Švedska::Irska', 'Črna gora::Ciper', 'Latvija::Slovenija', 'Švedska::Litva', 'Islandija::Španija', 'Hrvaška::Slovaška', 'Norveška::Češka', 'Nizozemska::Črna gora', 'Islandija::Latvija', 'Latvija::Romunija', 'Turčija::Latvija', 'Norveška::Portugalska', 'Severna Makedonija::Latvija', 'Romunija::Hrvaška', 'Severna Makedonija::Slovaška', 'Francija::Švedska', 'Španija::Slovenija', 'Hrvaška::Nizozemska', 'Slovaška::Črna gora', 'Švedska::Nizozemska', 'Nizozemska::Slovenija', 'Severna Makedonija::Črna gora', 'Nizozemska::Italija', 'Litva::Francija', 'Luksemburg::Belgija']","['Italija', 'Nemčija', 'Nemčija', 'Portugalska', 'Litva', 'Norveška', 'Nizozemska', 'Nizozemska', 'Nemčija', 'Estonija', 'Švica', 'Švedska', 'Luksemburg', 'Ciper', 'Norveška', 'Luksemburg', 'Norveška', 'Norveška', 'Danska', 'Švedska', 'Ciper', 'Švedska', 'Češka', 'Finska', 'Portugalska', 'Švedska', 'Ciper', 'Slovenija', 'Švedska', 'Španija', 'Hrvaška', 'Norveška', 'Nizozemska', 'Islandija', 'Latvija', 'Latvija', 'Norveška', 'Severna Makedonija', 'Hrvaška', 'Slovaška', 'Švedska', 'Slovenija', 'Nizozemska', 'Slovaška', 'Nizozemska', 'Nizozemska', 'Črna gora', 'Italija', 'Francija', 'Luksemburg']",0-25,goriska,e,9,10,7,7,7,3,2,0.6666666666666666
0450f190-731d-4c44-86b4-324fe1d93da2,2023-01-10T13:05:39.833Z,"['Slovaška::Finska', 'Portugalska::Slovaška', 'Irska::Poljska', 'Norveška::Češka', 'Turčija::Poljska', 'Slovaška::Ciper', 'Češka::Irska', 'Slovaška::Hrvaška', 'Nizozemska::Islandija', 'Srbija::Slovenija', 'Ciper::Luksemburg', 'Belgija::Hrvaška', 'Norveška::Ciper', 'Črna gora::Norveška', 'Portugalska::Severna Makedonija', 'Avstrija::Latvija', 'Nemčija::Litva', 'Finska::Nizozemska', 'Madžarska::Islandija', 'Srbija::Ciper', 'Severna Makedonija::Italija', 'Litva::Portugalska', 'Srbija::Poljska', 'Švica::Madžarska', 'Ciper::Danska', 'Španija::Turčija', 'Italija::Slovenija', 'Švedska::Severna Makedonija', 'Španija::Nizozemska', 'Danska::Severna Makedonija', 'Latvija::Slovaška', 'Hrvaška::Nemčija', 'Finska::Francija', 'Nemčija::Irska', 'Nemčija::Slovaška', 'Nizozemska::Hrvaška', 'Italija::Irska', 'Portugalska::Luksemburg', 'Srbija::Estonija', 'Češka::Poljska', 'Madžarska::Portugalska', 'Ciper::Bolgarija', 'Turčija::Finska', 'Hrvaška::Irska', 'Srbija::Nizozemska', 'Romunija::Portugalska', 'Luksemburg::Črna gora', 'Slovaška::Bolgarija', 'Avstrija::Bolgarija', 'Belgija::Švica']","['Finska', 'Portugalska', 'Irska', 'Norveška', 'Poljska', 'Ciper', 'Irska', 'Hrvaška', 'Nizozemska', 'Slovenija', 'Luksemburg', 'Belgija', 'Norveška', 'Norveška', 'Portugalska', 'Avstrija', 'Nemčija', 'Nizozemska', 'Islandija', 'Ciper', 'Italija', 'Portugalska', 'Poljska', 'Švica', 'Danska', 'Turčija', 'Slovenija', 'Švedska', 'Nizozemska', 'Danska', 'Slovaška', 'Nemčija', 'Francija', 'Nemčija', 'Nemčija', 'Nizozemska', 'Irska', 'Luksemburg', 'Estonija', 'Češka', 'Portugalska', 'Ciper', 'Finska', 'Irska', 'Nizozemska', 'Portugalska', 'Luksemburg', 'Slovaška', 'Avstrija', 'Švica']",0-25,osrednjeslovenska,spomin,8,10,6,4,7,2,2,1.0
04de3e02-30a6-4225-96c2-fd37755f6e88,2023-01-11T09:13:01.689Z,"['Švedska::Danska', 'Portugalska::Češka', 'Italija::Islandija', 'Švedska::Nemčija', 'Italija::Srbija', 'Švica::Poljska', 'Francija::Srbija', 'Nizozemska::Romunija', 'Irska::Islandija', 'Norveška::Švedska', 'Latvija::Portugalska', 'Litva::Norveška', 'Nizozemska::Norveška', 'Danska::Madžarska', 'Švica::Danska', 'Belgija::Irska', 'Latvija::Švedska', 'Slovaška::Luksemburg', 'Irska::Madžarska', 'Hrvaška::Danska', 'Islandija::Bolgarija', 'Turčija::Irska', 'Češka::Nemčija', 'Finska::Latvija', 'Nemčija::Severna Makedonija', 'Romunija::Luksemburg', 'Slovenija::Irska', 'Slovaška::Poljska', 'Finska::Črna gora', 'Litva::Madžarska', 'Nemčija::Španija', 'Islandija::Ciper', 'Francija::Slovenija', 'Irska::Črna gora', 'Italija::Danska', 'Islandija::Nemčija', 'Madžarska::Črna gora', 'Švedska::Severna Makedonija', 'Estonija::Litva', 'Slovaška::Estonija', 'Črna gora::Ciper', 'Severna Makedonija::Turčija', 'Estonija::Češka', 'Latvija::Luksemburg', 'Islandija::Romunija', 'Finska::Estonija', 'Estonija::Romunija', 'Švedska::Islandija', 'Belgija::Islandija', 'Avstrija::Turčija']","['Švedska', 'Portugalska', 'Italija', 'Švedska', 'Italija', 'Švica', 'Francija', 'Nizozemska', 'Irska', 'Švedska', 'Portugalska', 'Norveška', 'Nizozemska', 'Danska', 'Danska', 'Irska', 'Švedska', 'Luksemburg', 'Irska', 'Danska', 'Islandija', 'Irska', 'Nemčija', 'Finska', 'Nemčija', 'Luksemburg', 'Irska', 'Poljska', 'Finska', 'Litva', 'Španija', 'Ciper', 'Francija', 'Irska', 'Italija', 'Islandija', 'Madžarska', 'Švedska', 'Litva', 'Slovaška', 'Ciper', 'Severna Makedonija', 'Češka', 'Luksemburg', 'Islandija', 'Finska', 'Estonija', 'Švedska', 'Islandija', 'Avstrija']",0-25,osrednjeslovenska,a,7,5,9,9,5,2,0,0.0
0536a543-9d2a-4e44-86ff-42bf9ec62e9d,2023-01-11T09:10:34.918Z,"['Francija::Romunija', 'Poljska::Švedska', 'Švedska::Španija', 'Nemčija::Španija', 'Hrvaška::Srbija', 'Francija::Poljska', 'Španija::Češka', 'Slovaška::Romunija', 'Srbija::Češka', 'Severna Makedonija::Irska', 'Latvija::Severna Makedonija', 'Luksemburg::Ciper', 'Belgija::Norveška', 'Latvija::Švica', 'Islandija::Irska', 'Romunija::Norveška', 'Slovenija::Švica', 'Irska::Luksemburg', 'Italija::Finska', 'Romunija::Turčija', 'Avstrija::Irska', 'Slovenija::Estonija', 'Nemčija::Danska', 'Ciper::Črna gora', 'Finska::Norveška', 'Nemčija::Portugalska', 'Estonija::Francija', 'Črna gora::Bolgarija', 'Litva::Švica', 'Irska::Črna gora', 'Belgija::Latvija', 'Bolgarija::Irska', 'Luksemburg::Portugalska', 'Češka::Latvija', 'Ciper::Islandija', 'Madžarska::Turčija', 'Danska::Madžarska', 'Italija::Črna gora', 'Srbija::Slovaška', 'Hrvaška::Nemčija', 'Avstrija::Srbija', 'Finska::Irska', 'Švica::Madžarska', 'Češka::Italija', 'Črna gora::Islandija', 'Irska::Danska', 'Luksemburg::Norveška', 'Belgija::Črna gora', 'Romunija::Estonija', 'Luksemburg::Srbija']","['Francija', 'Švedska', 'Španija', 'Španija', 'Hrvaška', 'Francija', 'Španija', 'Romunija', 'Češka', 'Severna Makedonija', 'Latvija', 'Ciper', 'Norveška', 'Švica', 'Islandija', 'Romunija', 'Slovenija', 'Luksemburg', 'Finska', 'Romunija', 'Avstrija', 'Slovenija', 'Nemčija', 'Ciper', 'Finska', 'Nemčija', 'Francija', 'Bolgarija', 'Švica', 'Črna gora', 'Belgija', 'Bolgarija', 'Portugalska', 'Češka', 'Ciper', 'Madžarska', 'Danska', 'Italija', 'Slovaška', 'Nemčija', 'Avstrija', 'Finska', 'Švica', 'Italija', 'Islandija', 'Danska', 'Norveška', 'Belgija', 'Romunija', 'Luksemburg']",0-25,gorenjska,c,9,6,6,7,7,2,2,1.0
083ee930-91ae-4b5c-9114-a7142974aa50,2023-01-10T13:06:04.880Z,"['Nemčija::Islandija', 'Češka::Nizozemska', 'Irska::Bolgarija', 'Bolgarija::Švedska', 'Srbija::Slovenija', 'Švedska::Srbija', 'Madžarska::Portugalska', 'Severna Makedonija::Slovaška', 'Španija::Finska', 'Nizozemska::Švedska', 'Poljska::Litva', 'Portugalska::Estonija', 'Srbija::Romunija', 'Norveška::Švica', 'Estonija::Bolgarija', 'Švica::Litva', 'Romunija::Irska', 'Švedska::Norveška', 'Finska::Švedska', 'Litva::Hrvaška', 'Francija::Danska', 'Bolgarija::Litva', 'Finska::Slovaška', 'Slovaška::Romunija', 'Slovenija::Latvija', 'Slovenija::Bolgarija', 'Nizozemska::Srbija', 'Avstrija::Litva', 'Latvija::Nemčija', 'Italija::Francija', 'Luksemburg::Madžarska', 'Francija::Turčija', 'Češka::Ciper', 'Islandija::Finska', 'Nizozemska::Portugalska', 'Švica::Poljska', 'Češka::Bolgarija', 'Belgija::Slovaška', 'Islandija::Ciper', 'Litva::Nizozemska', 'Estonija::Litva', 'Danska::Litva', 'Turčija::Norveška', 'Luksemburg::Portugalska', 'Švica::Romunija', 'Bolgarija::Italija', 'Estonija::Francija', 'Severna Makedonija::Estonija', 'Avstrija::Portugalska', 'Italija::Estonija']","['Nemčija', 'Nizozemska', 'Irska', 'Švedska', 'Slovenija', 'Švedska', 'Portugalska', 'Slovaška', 'Španija', 'Nizozemska', 'Litva', 'Portugalska', 'Srbija', 'Švica', 'Bolgarija', 'Švica', 'Irska', 'Švedska', 'Finska', 'Hrvaška', 'Francija', 'Bolgarija', 'Finska', 'Slovaška', 'Slovenija', 'Slovenija', 'Nizozemska', 'Avstrija', 'Nemčija', 'Francija', 'Luksemburg', 'Francija', 'Ciper', 'Finska', 'Portugalska', 'Švica', 'Bolgarija', 'Belgija', 'Islandija', 'Nizozemska', 'Estonija', 'Danska', 'Norveška', 'Portugalska', 'Švica', 'Italija', 'Francija', 'Estonija', 'Portugalska', 'Italija']",0-25,osrednjeslovenska,spomin,8,3,9,6,6,3,3,1.0
09a1243b-940f-4a4b-8377-6dcd18f0761c,2023-01-10T13:07:27.048Z,"['Romunija::Danska', 'Nemčija::Italija', 'Slovenija::Italija', 'Norveška::Romunija', 'Črna gora::Avstrija', 'Estonija::Poljska', 'Švedska::Belgija', 'Estonija::Danska', 'Švedska::Severna Makedonija', 'Luksemburg::Turčija', 'Belgija::Slovenija', 'Švedska::Latvija', 'Španija::Romunija', 'Belgija::Slovaška', 'Belgija::Nizozemska', 'Francija::Ciper', 'Švedska::Francija', 'Portugalska::Nemčija', 'Črna gora::Francija', 'Estonija::Italija', 'Črna gora::Slovenija', 'Irska::Nizozemska', 'Avstrija::Norveška', 'Belgija::Češka', 'Litva::Romunija', 'Hrvaška::Francija', 'Slovaška::Norveška', 'Švica::Romunija', 'Litva::Ciper', 'Srbija::Islandija', 'Poljska::Portugalska', 'Francija::Portugalska', 'Estonija::Portugalska', 'Severna Makedonija::Irska', 'Ciper::Poljska', 'Nizozemska::Italija', 'Finska::Poljska', 'Estonija::Češka', 'Severna Makedonija::Španija', 'Srbija::Severna Makedonija', 'Avstrija::Islandija', 'Litva::Nizozemska', 'Italija::Islandija', 'Turčija::Islandija', 'Portugalska::Slovenija', 'Hrvaška::Bolgarija', 'Irska::Španija', 'Švedska::Danska', 'Luksemburg::Latvija', 'Norveška::Bolgarija']","['Danska', 'Italija', 'Slovenija', 'Norveška', 'Avstrija', 'Estonija', 'Švedska', 'Danska', 'Švedska', 'Luksemburg', 'Slovenija', 'Švedska', 'Španija', 'Belgija', 'Nizozemska', 'Ciper', 'Francija', 'Portugalska', 'Francija', 'Italija', 'Slovenija', 'Nizozemska', 'Norveška', 'Češka', 'Romunija', 'Hrvaška', 'Norveška', 'Švica', 'Ciper', 'Islandija', 'Portugalska', 'Portugalska', 'Portugalska', 'Irska', 'Ciper', 'Nizozemska', 'Finska', 'Češka', 'Španija', 'Srbija', 'Islandija', 'Nizozemska', 'Islandija', 'Islandija', 'Portugalska', 'Hrvaška', 'Španija', 'Danska', 'Luksemburg', 'Norveška']",0-25,osrednjeslovenska,c,10,8,8,4,8,4,3,0.75
